,id,desc,elements
10,IPR020846,72,"['b0045', 'b0070', 'b0341', 'b0343', 'b0353', 'b0396', 'b0427', 'b0433', 'b0479', 'b0591', 'b0709', 'b0842', 'b0845', 'b0898', 'b1053', 'b1065', 'b1528', 'b1534', 'b1543', 'b1596', 'b1634', 'b1657', 'b1660', 'b1690', 'b1691', 'b1769', 'b1775', 'b1791', 'b1828', 'b1981', 'b2077', 'b2098', 'b2170', 'b2182', 'b2240', 'b2246', 'b2322', 'b2367', 'b2406', 'b2587', 'b2681', 'b2686', 'b2771', 'b2775', 'b2789', 'b2801', 'b2841', 'b2943', 'b2964', 'b3093', 'b3127', 'b3224', 'b3364', 'b3473', 'b3523', 'b3547', 'b3659', 'b3662', 'b3666', 'b3667', 'b3673', 'b3691', 'b3710', 'b3754', 'b3874', 'b4031', 'b4111', 'b4130', 'b4279', 'b4282', 'b4337', 'b4356']"
11,IPR011701,57,"['b0070', 'b0341', 'b0353', 'b0396', 'b0427', 'b0433', 'b0479', 'b0842', 'b0845', 'b0898', 'b1053', 'b1065', 'b1223', 'b1469', 'b1528', 'b1534', 'b1543', 'b1596', 'b1657', 'b1660', 'b1690', 'b1691', 'b1791', 'b1828', 'b1981', 'b2077', 'b2170', 'b2182', 'b2240', 'b2246', 'b2322', 'b2367', 'b2681', 'b2686', 'b2775', 'b2789', 'b2801', 'b2835', 'b3093', 'b3127', 'b3224', 'b3364', 'b3473', 'b3523', 'b3547', 'b3659', 'b3662', 'b3666', 'b3667', 'b3673', 'b3691', 'b3710', 'b3754', 'b3874', 'b4279', 'b4337', 'b4356']"
12,IPR000515,52,"['b0067', 'b0198', 'b0263', 'b0367', 'b0653', 'b0654', 'b0764', 'b0810', 'b0831', 'b0832', 'b0856', 'b0857', 'b0861', 'b0862', 'b0934', 'b1124', 'b1125', 'b1244', 'b1245', 'b1292', 'b1293', 'b1311', 'b1312', 'b1442', 'b1443', 'b1485', 'b1486', 'b1755', 'b1918', 'b2128', 'b2130', 'b2178', 'b2179', 'b2307', 'b2308', 'b2423', 'b2424', 'b2678', 'b3269', 'b3270', 'b3451', 'b3452', 'b3477', 'b3478', 'b3542', 'b3543', 'b3726', 'b3727', 'b4032', 'b4033', 'b4103', 'b4104']"
13,IPR035906,52,"['b0067', 'b0198', 'b0263', 'b0367', 'b0653', 'b0654', 'b0764', 'b0810', 'b0831', 'b0832', 'b0856', 'b0857', 'b0861', 'b0862', 'b0934', 'b1124', 'b1125', 'b1244', 'b1245', 'b1292', 'b1293', 'b1311', 'b1312', 'b1442', 'b1443', 'b1485', 'b1486', 'b1755', 'b1918', 'b2128', 'b2130', 'b2178', 'b2179', 'b2307', 'b2308', 'b2423', 'b2424', 'b2678', 'b3269', 'b3270', 'b3451', 'b3452', 'b3477', 'b3478', 'b3542', 'b3543', 'b3726', 'b3727', 'b4032', 'b4033', 'b4103', 'b4104']"
14,IPR005119,47,"['b0020', 'b0076', 'b0208', 'b0254', 'b0316', 'b0338', 'b0504', 'b0603', 'b0629', 'b0768', 'b0900', 'b1275', 'b1328', 'b1339', 'b1422', 'b1526', 'b1595', 'b1659', 'b1799', 'b1987', 'b1988', 'b2015', 'b2157', 'b2289', 'b2364', 'b2405', 'b2409', 'b2537', 'b2577', 'b2808', 'b2839', 'b2915', 'b2916', 'b2921', 'b3060', 'b3105', 'b3118', 'b3243', 'b3521', 'b3585', 'b3711', 'b3773', 'b3828', 'b3961', 'b4327', 'b4480', 'b4695']"
15,IPR000847,46,"['b0020', 'b0076', 'b0208', 'b0254', 'b0316', 'b0338', 'b0504', 'b0603', 'b0629', 'b0761', 'b0768', 'b0900', 'b1275', 'b1328', 'b1339', 'b1422', 'b1526', 'b1595', 'b1659', 'b1799', 'b1987', 'b1988', 'b2015', 'b2157', 'b2289', 'b2364', 'b2405', 'b2409', 'b2537', 'b2577', 'b2808', 'b2839', 'b2916', 'b2921', 'b3060', 'b3105', 'b3118', 'b3243', 'b3521', 'b3585', 'b3711', 'b3773', 'b3828', 'b3961', 'b4327', 'b4480']"
16,IPR029063,46,"['b0051', 'b0082', 'b0121', 'b0210', 'b0213', 'b0562', 'b0777', 'b0807', 'b0859', 'b0921', 'b0948', 'b0967', 'b1137', 'b1212', 'b1410', 'b1430', 'b1519', 'b1661', 'b1822', 'b1835', 'b1870', 'b1871', 'b1884', 'b1961', 'b2232', 'b2330', 'b2575', 'b2743', 'b2785', 'b2806', 'b2960', 'b3084', 'b3179', 'b3259', 'b3262', 'b3289', 'b3387', 'b3465', 'b3497', 'b3499', 'b3740', 'b3833', 'b3965', 'b4306', 'b4349', 'b4371']"
17,IPR014729,43,"['b0025', 'b0026', 'b0041', 'b0042', 'b0133', 'b0144', 'b0188', 'b0423', 'b0444', 'b0526', 'b0602', 'b0607', 'b0618', 'b0639', 'b0642', 'b0674', 'b0680', 'b0708', 'b1133', 'b1344', 'b1376', 'b1414', 'b1637', 'b1697', 'b1698', 'b1740', 'b1876', 'b1895', 'b2114', 'b2400', 'b2507', 'b2752', 'b2762', 'b2769', 'b2770', 'b3052', 'b3172', 'b3384', 'b3495', 'b3634', 'b3923', 'b4258', 'b4390']"
18,IPR017896,42,"['b0307', 'b0724', 'b0895', 'b0992', 'b1225', 'b1378', 'b1467', 'b1475', 'b1589', 'b1628', 'b1629', 'b1671', 'b1674', 'b1687', 'b1751', 'b2147', 'b2204', 'b2205', 'b2208', 'b2243', 'b2281', 'b2468', 'b2481', 'b2488', 'b2562', 'b2713', 'b2720', 'b2724', 'b2767', 'b2878', 'b2886', 'b2887', 'b2996', 'b3213', 'b3573', 'b3893', 'b3952', 'b4072', 'b4153', 'b4166', 'b4379', 'b4467']"
19,IPR011006,40,"['b0399', 'b0535', 'b0571', 'b0620', 'b0693', 'b0694', 'b0993', 'b0995', 'b1130', 'b1221', 'b1235', 'b1608', 'b1882', 'b1883', 'b1914', 'b1969', 'b2079', 'b2125', 'b2193', 'b2217', 'b2218', 'b2220', 'b2369', 'b2370', 'b2381', 'b2554', 'b2786', 'b2856', 'b2965', 'b3025', 'b3210', 'b3405', 'b3669', 'b3868', 'b3912', 'b4004', 'b4113', 'b4124', 'b4398', 'b4401']"
20,IPR015421,40,"['b0154', 'b0186', 'b0600', 'b0693', 'b0774', 'b0776', 'b0870', 'b0907', 'b0928', 'b1302', 'b1439', 'b1493', 'b1622', 'b1680', 'b1748', 'b2021', 'b2253', 'b2290', 'b2379', 'b2530', 'b2551', 'b2662', 'b2810', 'b2903', 'b2965', 'b3008', 'b3073', 'b3359', 'b3376', 'b3517', 'b3572', 'b3591', 'b3617', 'b3708', 'b3791', 'b3939', 'b4054', 'b4117', 'b4131', 'b4340']"
21,IPR015424,40,"['b0154', 'b0186', 'b0600', 'b0693', 'b0774', 'b0776', 'b0870', 'b0907', 'b0928', 'b1302', 'b1439', 'b1493', 'b1622', 'b1680', 'b1748', 'b2021', 'b2253', 'b2290', 'b2379', 'b2530', 'b2551', 'b2662', 'b2810', 'b2903', 'b2965', 'b3008', 'b3073', 'b3359', 'b3376', 'b3517', 'b3572', 'b3591', 'b3617', 'b3708', 'b3791', 'b3939', 'b4054', 'b4117', 'b4131', 'b4340']"
22,IPR036188,40,"['b0043', 'b0116', 'b0304', 'b0311', 'b0347', 'b0606', 'b0662', 'b0723', 'b0888', 'b1059', 'b1109', 'b1189', 'b1301', 'b1668', 'b1699', 'b2146', 'b2210', 'b2241', 'b2242', 'b2324', 'b2468', 'b2542', 'b2574', 'b2660', 'b2711', 'b2766', 'b2878', 'b2887', 'b2906', 'b2907', 'b3081', 'b3213', 'b3365', 'b3426', 'b3492', 'b3500', 'b3690', 'b3741', 'b3962', 'b4154']"
23,IPR012340,39,"['b0623', 'b0880', 'b0884', 'b0911', 'b0930', 'b0989', 'b0990', 'b1084', 'b1286', 'b1552', 'b1557', 'b1558', 'b1713', 'b1823', 'b1861', 'b1866', 'b2114', 'b2171', 'b2411', 'b2565', 'b2785', 'b2890', 'b3074', 'b3164', 'b3169', 'b3247', 'b3311', 'b3317', 'b3342', 'b3407', 'b3556', 'b3647', 'b3652', 'b3783', 'b4059', 'b4129', 'b4147', 'b4179', 'b4201']"
24,IPR001789,38,"['b0399', 'b0535', 'b0571', 'b0620', 'b0694', 'b0993', 'b0995', 'b1130', 'b1221', 'b1235', 'b1608', 'b1882', 'b1883', 'b1914', 'b1969', 'b2079', 'b2125', 'b2193', 'b2217', 'b2218', 'b2220', 'b2369', 'b2370', 'b2381', 'b2554', 'b2786', 'b2856', 'b3025', 'b3210', 'b3405', 'b3669', 'b3868', 'b3912', 'b4004', 'b4113', 'b4124', 'b4398', 'b4401']"
25,IPR017900,37,"['b0307', 'b0724', 'b0895', 'b0992', 'b1378', 'b1475', 'b1589', 'b1628', 'b1629', 'b1671', 'b1674', 'b1687', 'b1700', 'b2147', 'b2204', 'b2205', 'b2208', 'b2243', 'b2281', 'b2468', 'b2481', 'b2488', 'b2562', 'b2713', 'b2720', 'b2724', 'b2878', 'b2886', 'b2887', 'b2996', 'b3573', 'b3893', 'b4072', 'b4153', 'b4166', 'b4379', 'b4467']"
26,IPR012337,36,"['b0016', 'b0060', 'b0183', 'b0214', 'b0215', 'b0256', 'b0267', 'b0299', 'b0361', 'b0372', 'b0541', 'b0582', 'b1026', 'b1402', 'b1404', 'b1578', 'b1652', 'b1804', 'b1844', 'b1863', 'b1996', 'b2011', 'b2089', 'b2394', 'b2860', 'b2949', 'b3045', 'b3407', 'b3558', 'b3863', 'b4162', 'b4273', 'b4278', 'b4284', 'b4285', 'b4573']"
27,IPR015422,35,"['b0154', 'b0186', 'b0600', 'b0693', 'b0774', 'b0776', 'b0870', 'b0907', 'b0928', 'b1302', 'b1439', 'b1622', 'b1680', 'b1748', 'b2021', 'b2253', 'b2290', 'b2379', 'b2530', 'b2551', 'b2662', 'b2810', 'b2903', 'b2965', 'b3008', 'b3073', 'b3359', 'b3617', 'b3708', 'b3791', 'b3939', 'b4054', 'b4117', 'b4131', 'b4340']"
28,IPR010982,34,"['b0080', 'b0340', 'b0345', 'b0483', 'b1146', 'b1299', 'b1320', 'b1357', 'b1434', 'b1438', 'b1477', 'b1508', 'b1569', 'b1570', 'b1620', 'b1658', 'b1689', 'b2151', 'b2399', 'b2450', 'b2516', 'b2714', 'b2837', 'b3021', 'b3075', 'b3082', 'b3188', 'b3438', 'b3555', 'b3753', 'b3934', 'b4241', 'b4264', 'b4390']"
29,IPR036890,34,"['b0400', 'b0473', 'b0570', 'b0619', 'b0695', 'b0993', 'b1129', 'b1222', 'b1609', 'b1888', 'b1968', 'b2078', 'b2126', 'b2216', 'b2218', 'b2219', 'b2370', 'b2380', 'b2469', 'b2556', 'b2786', 'b3026', 'b3030', 'b3210', 'b3404', 'b3668', 'b3699', 'b3869', 'b3911', 'b4003', 'b4112', 'b4125', 'b4170', 'b4399']"
30,IPR043129,34,"['b0014', 'b0063', 'b0094', 'b0394', 'b0650', 'b0676', 'b1119', 'b1511', 'b1594', 'b1640', 'b1807', 'b2069', 'b2296', 'b2388', 'b2451', 'b2454', 'b2502', 'b2526', 'b2550', 'b2776', 'b2803', 'b3064', 'b3115', 'b3222', 'b3251', 'b3333', 'b3395', 'b3564', 'b3580', 'b3779', 'b3904', 'b3926', 'b4084', 'b4334']"
31,IPR036249,33,"['b0492', 'b0604', 'b0605', 'b0606', 'b0838', 'b0849', 'b0976', 'b1064', 'b1324', 'b1454', 'b1635', 'b1654', 'b1710', 'b2195', 'b2285', 'b2301', 'b2302', 'b2471', 'b2480', 'b2495', 'b2582', 'b2638', 'b2673', 'b2893', 'b2989', 'b3102', 'b3229', 'b3503', 'b3592', 'b3610', 'b3781', 'b3860', 'b4136']"
32,IPR003594,32,"['b0400', 'b0473', 'b0570', 'b0619', 'b0695', 'b0993', 'b1129', 'b1222', 'b1609', 'b1888', 'b1968', 'b2078', 'b2216', 'b2218', 'b2219', 'b2370', 'b2380', 'b2469', 'b2556', 'b2786', 'b3026', 'b3030', 'b3210', 'b3404', 'b3668', 'b3699', 'b3869', 'b3911', 'b4003', 'b4112', 'b4125', 'b4399']"
33,IPR008966,32,"['b0135', 'b0136', 'b0137', 'b0138', 'b0141', 'b0530', 'b0533', 'b0534', 'b0716', 'b0719', 'b0938', 'b0941', 'b0942', 'b0943', 'b1502', 'b1503', 'b1504', 'b2108', 'b2111', 'b2333', 'b2334', 'b2335', 'b2339', 'b3043', 'b3048', 'b3142', 'b3145', 'b4314', 'b4315', 'b4318', 'b4319', 'b4320']"
34,IPR016032,32,"['b0294', 'b0315', 'b0535', 'b0571', 'b1040', 'b1221', 'b1608', 'b1914', 'b1916', 'b1951', 'b1969', 'b2079', 'b2193', 'b2217', 'b2369', 'b2846', 'b2847', 'b2852', 'b2856', 'b3405', 'b3418', 'b3507', 'b3512', 'b3520', 'b3669', 'b4113', 'b4133', 'b4365', 'b4366', 'b4398', 'b4401', 'b4636']"
35,IPR036937,31,"['b0135', 'b0136', 'b0137', 'b0138', 'b0141', 'b0530', 'b0533', 'b0534', 'b0716', 'b0719', 'b0938', 'b0941', 'b0942', 'b0943', 'b1502', 'b1503', 'b1504', 'b2108', 'b2111', 'b2333', 'b2334', 'b2335', 'b2339', 'b3043', 'b3142', 'b3145', 'b4314', 'b4315', 'b4318', 'b4319', 'b4320']"
36,IPR000259,29,"['b0135', 'b0136', 'b0137', 'b0138', 'b0141', 'b0530', 'b0533', 'b0534', 'b0716', 'b0719', 'b0938', 'b0941', 'b0942', 'b0943', 'b1503', 'b1504', 'b2108', 'b2111', 'b2333', 'b2334', 'b2335', 'b2339', 'b3043', 'b3142', 'b3145', 'b4314', 'b4315', 'b4318', 'b4320']"
